query_name,taxid,scientific_name,rank,lineage,synonyms
Bacteroides thetaiotaomicron,818.0,Bacteroides thetaiotaomicron,species,cellular organisms; Bacteria; Pseudomonadati; FCB group; Bacteroidota/Chlorobiota group; Bacteroidota; Bacteroidia; Bacteroidales; Bacteroidaceae; Bacteroides,Bacillus thetaiotaomicron; Bacteroides fragilis subsp. thetaiotaomicron; Pseudobacterium thetaiotaomicron; Sphaerocillus thetaiotaomicron
Bacteroides ureolyticus,827.0,Campylobacter ureolyticus,species,cellular organisms; Bacteria; Pseudomonadati; Campylobacterota; Epsilonproteobacteria; Campylobacterales; Campylobacteraceae; Campylobacter,Bacteroides corrodens; Bacteroides ureolyticus
Bacteroides vulgatus,,Bacteroides vulgatus,Unknown,Unknown,
Bacteroides xylanisolvens,371601.0,Bacteroides xylanisolvens,species,cellular organisms; Bacteria; Pseudomonadati; FCB group; Bacteroidota/Chlorobiota group; Bacteroidota; Bacteroidia; Bacteroidales; Bacteroidaceae; Bacteroides,bacterium NLAE-zl-P732
Bacteroides-Prevotella group,,Bacteroides-Prevotella group,Unknown,Unknown,
Bacteroidetes,200643.0,Bacteroidia,class,cellular organisms; Bacteria; Pseudomonadati; FCB group; Bacteroidota/Chlorobiota group; Bacteroidota,Bacteroidetes
Balneimonas,186650.0,Microvirga,genus,cellular organisms; Bacteria; Pseudomonadati; Pseudomonadota; Alphaproteobacteria; Hyphomicrobiales; Methylobacteriaceae,Balneimonas; Balneimonas corrig.
Barnesiella,397864.0,Barnesiella,genus,cellular organisms; Bacteria; Pseudomonadati; FCB group; Bacteroidota/Chlorobiota group; Bacteroidota; Bacteroidia; Bacteroidales; Barnesiellaceae,
Barnesiella intestinihominis,487174.0,Barnesiella intestinihominis,species,cellular organisms; Bacteria; Pseudomonadati; FCB group; Bacteroidota/Chlorobiota group; Bacteroidota; Bacteroidia; Bacteroidales; Barnesiellaceae; Barnesiella,
Barnesiellaceae,2005519.0,Barnesiellaceae,family,cellular organisms; Bacteria; Pseudomonadati; FCB group; Bacteroidota/Chlorobiota group; Bacteroidota; Bacteroidia; Bacteroidales,
Bartonellaceae,772.0,Bartonellaceae,family,cellular organisms; Bacteria; Pseudomonadati; Pseudomonadota; Alphaproteobacteria; Hyphomicrobiales,Bartonella group
Bdellovibrio,958.0,Bdellovibrio,genus,cellular organisms; Bacteria; Pseudomonadati; Bdellovibrionota; Bdellovibrionia; Bdellovibrionales; Pseudobdellovibrionaceae,
Bergeriella,758824.0,Bergeriella,genus,cellular organisms; Eukaryota; Sar; Alveolata; Ciliophora; Intramacronucleata; Spirotrichea; Stichotrichia; Urostylida; Urostylida incertae sedis,
Bergeyella,59735.0,Bergeyella,genus,cellular organisms; Bacteria; Pseudomonadati; FCB group; Bacteroidota/Chlorobiota group; Bacteroidota; Flavobacteriia; Flavobacteriales; Weeksellaceae,
Bifidobacteriaceae,31953.0,Bifidobacteriaceae,family,cellular organisms; Bacteria; Bacillati; Actinomycetota; Actinomycetes; Bifidobacteriales,
Bifidobacterium,1678.0,Bifidobacterium,genus,cellular organisms; Bacteria; Bacillati; Actinomycetota; Actinomycetes; Bifidobacteriales; Bifidobacteriaceae,Bifidibacterium; Tissieria
Bifidobacterium adolescentis,1680.0,Bifidobacterium adolescentis,species,cellular organisms; Bacteria; Bacillati; Actinomycetota; Actinomycetes; Bifidobacteriales; Bifidobacteriaceae; Bifidobacterium,Bifidobacterium faecale; Bifidobacterium stercoris
Bifidobacterium angulatum,1683.0,Bifidobacterium angulatum,species,cellular organisms; Bacteria; Bacillati; Actinomycetota; Actinomycetes; Bifidobacteriales; Bifidobacteriaceae; Bifidobacterium,
Bifidobacterium animalis,28025.0,Bifidobacterium animalis,species,cellular organisms; Bacteria; Bacillati; Actinomycetota; Actinomycetes; Bifidobacteriales; Bifidobacteriaceae; Bifidobacterium,Bifidobacterium longum subsp. animalis biotype a
Bifidobacterium bifidum,1681.0,Bifidobacterium bifidum,species,cellular organisms; Bacteria; Bacillati; Actinomycetota; Actinomycetes; Bifidobacteriales; Bifidobacteriaceae; Bifidobacterium,Actinobacterium bifidum; Actinomyces bifidus; Actinomyces parabifidus; Bacillus bifidus; Bacillus bifidus communis
Bifidobacterium breve,1685.0,Bifidobacterium breve,species,cellular organisms; Bacteria; Bacillati; Actinomycetota; Actinomycetes; Bifidobacteriales; Bifidobacteriaceae; Bifidobacterium,Bifidobacterium parvulorum
Bifidobacterium catenulatum,1686.0,Bifidobacterium catenulatum,species,cellular organisms; Bacteria; Bacillati; Actinomycetota; Actinomycetes; Bifidobacteriales; Bifidobacteriaceae; Bifidobacterium,
Bifidobacterium dentium,1689.0,Bifidobacterium dentium,species,cellular organisms; Bacteria; Bacillati; Actinomycetota; Actinomycetes; Bifidobacteriales; Bifidobacteriaceae; Bifidobacterium,Actinomyces eriksonii
Bifidobacterium infantis,,Bifidobacterium infantis,Unknown,Unknown,
Bifidobacterium longum,216816.0,Bifidobacterium longum,species,cellular organisms; Bacteria; Bacillati; Actinomycetota; Actinomycetes; Bifidobacteriales; Bifidobacteriaceae; Bifidobacterium,
Bifidobacterium pseudocatenulatum,28026.0,Bifidobacterium pseudocatenulatum,species,cellular organisms; Bacteria; Bacillati; Actinomycetota; Actinomycetes; Bifidobacteriales; Bifidobacteriaceae; Bifidobacterium,
Bifidobacterium thermacidophilum porcinum,246618.0,Bifidobacterium thermacidophilum,species,cellular organisms; Bacteria; Bacillati; Actinomycetota; Actinomycetes; Bifidobacteriales; Bifidobacteriaceae; Bifidobacterium,
Bilophila,35832.0,Bilophila,genus,cellular organisms; Bacteria; Pseudomonadati; Thermodesulfobacteriota; Desulfovibrionia; Desulfovibrionales; Desulfovibrionaceae,
Bilophila wadsworthia,35833.0,Bilophila wadsworthia,species,cellular organisms; Bacteria; Pseudomonadati; Thermodesulfobacteriota; Desulfovibrionia; Desulfovibrionales; Desulfovibrionaceae; Bilophila,
Blautia,572511.0,Blautia,genus,cellular organisms; Bacteria; Bacillati; Bacillota; Clostridia; Lachnospirales; Lachnospiraceae,
Blautia caecimuris,1796615.0,Blautia caecimuris,species,cellular organisms; Bacteria; Bacillati; Bacillota; Clostridia; Lachnospirales; Lachnospiraceae; Blautia,
Blautia coccoides,33035.0,Blautia producta,species,cellular organisms; Bacteria; Bacillati; Bacillota; Clostridia; Lachnospirales; Lachnospiraceae; Blautia,Blautia coccoides; Blautia producta (Pre?vot 1941) Liu et al. 2008; Blautia producta subsp. coccoides; Clostridium coccoides; Peptostreptococcus productus (Pre?vot 1941) Smith 1957 (Approved Lists 1980)
Blautia faecis,871665.0,Blautia faecis,species,cellular organisms; Bacteria; Bacillati; Bacillota; Clostridia; Lachnospirales; Lachnospiraceae; Blautia,
Blautia glucerasea,536633.0,Blautia glucerasea,species,cellular organisms; Bacteria; Bacillati; Bacillota; Clostridia; Lachnospirales; Lachnospiraceae; Blautia,Blautia glucerasei
Blautia luti,89014.0,Blautia luti,species,cellular organisms; Bacteria; Bacillati; Bacillota; Clostridia; Lachnospirales; Lachnospiraceae; Blautia,Ruminococcus luti
Blautia obeum,40520.0,Blautia obeum,species,cellular organisms; Bacteria; Bacillati; Bacillota; Clostridia; Lachnospirales; Lachnospiraceae; Blautia,Ruminococcus obeum
Blautia producta,33035.0,Blautia producta,species,cellular organisms; Bacteria; Bacillati; Bacillota; Clostridia; Lachnospirales; Lachnospiraceae; Blautia,Blautia coccoides; Blautia producta (Pre?vot 1941) Liu et al. 2008; Blautia producta subsp. coccoides; Clostridium coccoides; Peptostreptococcus productus (Pre?vot 1941) Smith 1957 (Approved Lists 1980)
Blautia wexlerae,418240.0,Blautia wexlerae,species,cellular organisms; Bacteria; Bacillati; Bacillota; Clostridia; Lachnospirales; Lachnospiraceae; Blautia,
Bosea,169215.0,Bosea,genus,cellular organisms; Eukaryota; Viridiplantae; Streptophyta; Streptophytina; Embryophyta; Tracheophyta; Euphyllophyta; Spermatophyta; Magnoliopsida; Mesangiospermae; eudicotyledons; Gunneridae; Pentapetalae; Caryophyllales; Amaranthaceae,
Brachybacterium,43668.0,Brachybacterium,genus,cellular organisms; Bacteria; Bacillati; Actinomycetota; Actinomycetes; Micrococcales; Dermabacteraceae,
Brachyspira,29521.0,Brachyspira,genus,cellular organisms; Bacteria; Pseudomonadati; Spirochaetota; Spirochaetia; Brachyspirales; Brachyspiraceae,Serpula; Serpulina
Bradyrhizobiaceae,41294.0,Nitrobacteraceae,family,cellular organisms; Bacteria; Pseudomonadati; Pseudomonadota; Alphaproteobacteria; Hyphomicrobiales,BANA domain; Bradyrhizobiaceae; Bradyrhizobiaceae Garrity et al. 2006; Bradyrhizobium group
Bradyrhizobium,374.0,Bradyrhizobium,genus,cellular organisms; Bacteria; Pseudomonadati; Pseudomonadota; Alphaproteobacteria; Hyphomicrobiales; Nitrobacteraceae,Agromonas
Brevibacillus,55080.0,Brevibacillus,genus,cellular organisms; Bacteria; Bacillati; Bacillota; Bacilli; Bacillales; Paenibacillaceae,Bacillus brevis group; rRNA group 4 bacilli
Brevibacterium,1696.0,Brevibacterium,genus,cellular organisms; Bacteria; Bacillati; Actinomycetota; Actinomycetes; Micrococcales; Brevibacteriaceae,
Brevundimonas,41275.0,Brevundimonas,genus,cellular organisms; Bacteria; Pseudomonadati; Pseudomonadota; Alphaproteobacteria; Caulobacterales; Caulobacteraceae,
Brucellaceae,118882.0,Brucellaceae,family,cellular organisms; Bacteria; Pseudomonadati; Pseudomonadota; Alphaproteobacteria; Hyphomicrobiales,
Bulleidia,118747.0,Bulleidia,genus,cellular organisms; Bacteria; Bacillati; Bacillota; Erysipelotrichia; Erysipelotrichales; Erysipelotrichaceae,
Bulleidia moorei,102148.0,Solobacterium moorei,species,cellular organisms; Bacteria; Bacillati; Bacillota; Erysipelotrichia; Erysipelotrichales; Erysipelotrichaceae; Solobacterium,
Burkholderia,32008.0,Burkholderia,genus,cellular organisms; Bacteria; Pseudomonadati; Pseudomonadota; Betaproteobacteria; Burkholderiales; Burkholderiaceae,Pseudomonas RNA homology group II
Burkholderia cepacia,292.0,Burkholderia cepacia,species,cellular organisms; Bacteria; Pseudomonadati; Pseudomonadota; Betaproteobacteria; Burkholderiales; Burkholderiaceae; Burkholderia; Burkholderia cepacia complex,Pseudomonas cepacia; Pseudomonas kingii; Pseudomonas multivorans
Burkholderia fungorum,134537.0,Paraburkholderia fungorum,species,cellular organisms; Bacteria; Pseudomonadati; Pseudomonadota; Betaproteobacteria; Burkholderiales; Burkholderiaceae; Paraburkholderia,Burkholderia fungorum; Burkholderia insulsa; Paraburkholderia fungorum (Coenye et al. 2001) Sawana et al. 2015; Paraburkholderia insulsa
Burkholderiales bacterium,1891238.0,Burkholderiales bacterium,species,cellular organisms; Bacteria; Pseudomonadati; Pseudomonadota; Betaproteobacteria; Burkholderiales; unclassified Burkholderiales,
Butiricimonas,,Butiricimonas,Unknown,Unknown,
Buttiauxella,82976.0,Buttiauxella,genus,cellular organisms; Bacteria; Pseudomonadati; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae,
Butyricicoccus,580596.0,Butyricicoccus,genus,cellular organisms; Bacteria; Bacillati; Bacillota; Clostridia; Eubacteriales; Butyricicoccaceae,
Butyricicoccus pullicaecorum,501571.0,Butyricicoccus pullicaecorum,species,cellular organisms; Bacteria; Bacillati; Bacillota; Clostridia; Eubacteriales; Butyricicoccaceae; Butyricicoccus,
Butyricimonas,574697.0,Butyricimonas,genus,cellular organisms; Bacteria; Pseudomonadati; FCB group; Bacteroidota/Chlorobiota group; Bacteroidota; Bacteroidia; Bacteroidales; Odoribacteraceae,
Butyrivibrio,830.0,Butyrivibrio,genus,cellular organisms; Bacteria; Bacillati; Bacillota; Clostridia; Lachnospirales; Lachnospiraceae,
CMV,12305.0,Cucumber mosaic virus,no rank,Viruses; Riboviria; Orthornavirae; Kitrinoviricota; Alsuviricetes; Martellivirales; Bromoviridae; Cucumovirus; Cucumovirus CMV,
Caldalkalibacillus,379065.0,Caldalkalibacillus,genus,cellular organisms; Bacteria; Bacillati; Bacillota; Bacilli; Bacillales; Bacillaceae,Thermalkalibacillus
Caloramator,44258.0,Caloramator,genus,cellular organisms; Bacteria; Bacillati; Bacillota; Clostridia; Eubacteriales; Clostridiaceae,
Calyptogena magnifica,3122228.0,Turneroconcha magnifica,species,cellular organisms; Eukaryota; Opisthokonta; Metazoa; Eumetazoa; Bilateria; Protostomia; Spiralia; Lophotrochozoa; Mollusca; Bivalvia; Autobranchia; Heteroconchia; Euheterodonta; Imparidentia; Neoheterodontei; Venerida; Glossoidea; Vesicomyidae; Turneroconcha,Calyptogena magnifica
Campylobacter,194.0,Campylobacter,genus,cellular organisms; Bacteria; Pseudomonadati; Campylobacterota; Epsilonproteobacteria; Campylobacterales; Campylobacteraceae,
Campylobacter concisus,199.0,Campylobacter concisus,species,cellular organisms; Bacteria; Pseudomonadati; Campylobacterota; Epsilonproteobacteria; Campylobacterales; Campylobacteraceae; Campylobacter,
Campylobacter gracilis,824.0,Campylobacter gracilis,species,cellular organisms; Bacteria; Pseudomonadati; Campylobacterota; Epsilonproteobacteria; Campylobacterales; Campylobacteraceae; Campylobacter,Bacteroides gracilis
Campylobacter rectus,203.0,Campylobacter rectus,species,cellular organisms; Bacteria; Pseudomonadati; Campylobacterota; Epsilonproteobacteria; Campylobacterales; Campylobacteraceae; Campylobacter,Wolinella recta
Candida,5475.0,Candida,genus,cellular organisms; Eukaryota; Opisthokonta; Fungi; Dikarya; Ascomycota; saccharomyceta; Saccharomycotina; Pichiomycetes; Serinales; Debaryomycetaceae; Candida/Lodderomyces clade,Torulopsis
Candida albicans,5476.0,Candida albicans,species,cellular organisms; Eukaryota; Opisthokonta; Fungi; Dikarya; Ascomycota; saccharomyceta; Saccharomycotina; Pichiomycetes; Serinales; Debaryomycetaceae; Candida/Lodderomyces clade; Candida,Candida albicans var. stellatoidea; Candida stellatoidea; Dematium albicans; Endomyces albicans; Monilia albicans
Candida glabrata,5478.0,Nakaseomyces glabratus,species,cellular organisms; Eukaryota; Opisthokonta; Fungi; Dikarya; Ascomycota; saccharomyceta; Saccharomycotina; Saccharomycetes; Saccharomycetales; Saccharomycetaceae; Nakaseomyces,Candida glabrata; Cryptococcus glabratus; Torulopsis glabrata
Candida tropicalis,5482.0,Candida tropicalis,species,cellular organisms; Eukaryota; Opisthokonta; Fungi; Dikarya; Ascomycota; saccharomyceta; Saccharomycotina; Pichiomycetes; Serinales; Debaryomycetaceae; Candida/Lodderomyces clade; Candida,Atelosaccharomyces tropicalis; Candida albicans var. tropicalis; Castellania tropicalis; Endomyces tropicalis; Monilia tropicalis
Candidatus brocadia,380240.0,Candidatus Brocadia,genus,cellular organisms; Bacteria; Pseudomonadati; PVC group; Planctomycetota; Candidatus Brocadiia; Candidatus Brocadiales; Candidatus Brocadiaceae,
Candidatus phytoplasma,33926.0,Candidatus Phytoplasma,genus,cellular organisms; Bacteria; Bacillati; Mycoplasmatota; Mollicutes; Acholeplasmatales; Acholeplasmataceae,Mycoplasma-like organisms
Candidatus portiera,235572.0,Candidatus Portiera,genus,cellular organisms; Bacteria; Pseudomonadati; Pseudomonadota; Gammaproteobacteria; Candidatus Johnevansiales; Candidatus Johnevansiaceae,
Capnocytophaga,1016.0,Capnocytophaga,genus,cellular organisms; Bacteria; Pseudomonadati; FCB group; Bacteroidota/Chlorobiota group; Bacteroidota; Flavobacteriia; Flavobacteriales; Flavobacteriaceae,Sphaerocytophaga
Capnocytophaga gingivalis,1017.0,Capnocytophaga gingivalis,species,cellular organisms; Bacteria; Pseudomonadati; FCB group; Bacteroidota/Chlorobiota group; Bacteroidota; Flavobacteriia; Flavobacteriales; Flavobacteriaceae; Capnocytophaga,
Capnocytophaga leadbetteri,327575.0,Capnocytophaga leadbetteri,species,cellular organisms; Bacteria; Pseudomonadati; FCB group; Bacteroidota/Chlorobiota group; Bacteroidota; Flavobacteriia; Flavobacteriales; Flavobacteriaceae; Capnocytophaga,
Capnocytophaga ochracea,1018.0,Capnocytophaga ochracea,species,cellular organisms; Bacteria; Pseudomonadati; FCB group; Bacteroidota/Chlorobiota group; Bacteroidota; Flavobacteriia; Flavobacteriales; Flavobacteriaceae; Capnocytophaga,Bacteroides ochraceus; Fusiformis nucleatus var. ochraceus; Ristella ochraceus
Capnocytophaga sputigena,1019.0,Capnocytophaga sputigena,species,cellular organisms; Bacteria; Pseudomonadati; FCB group; Bacteroidota/Chlorobiota group; Bacteroidota; Flavobacteriia; Flavobacteriales; Flavobacteriaceae; Capnocytophaga,
Cardiobacterium,2717.0,Cardiobacterium,genus,cellular organisms; Bacteria; Pseudomonadati; Pseudomonadota; Gammaproteobacteria; Cardiobacteriales; Cardiobacteriaceae,
Cardiobacterium hominis,2718.0,Cardiobacterium hominis,species,cellular organisms; Bacteria; Pseudomonadati; Pseudomonadota; Gammaproteobacteria; Cardiobacteriales; Cardiobacteriaceae; Cardiobacterium,
Cardiobacterium valvarum,194702.0,Cardiobacterium valvarum,species,cellular organisms; Bacteria; Pseudomonadati; Pseudomonadota; Gammaproteobacteria; Cardiobacteriales; Cardiobacteriaceae; Cardiobacterium,
Carnobacteriaceae,186828.0,Carnobacteriaceae,family,cellular organisms; Bacteria; Bacillati; Bacillota; Bacilli; Lactobacillales,
Carnobacterium,2747.0,Carnobacterium,genus,cellular organisms; Bacteria; Bacillati; Bacillota; Bacilli; Lactobacillales; Carnobacteriaceae,
Carnobacterium alterfunditum,28230.0,Carnobacterium alterfunditum,species,cellular organisms; Bacteria; Bacillati; Bacillota; Bacilli; Lactobacillales; Carnobacteriaceae; Carnobacterium,
Catabacter hongkongensis,270498.0,Christensenella hongkongensis,species,cellular organisms; Bacteria; Bacillati; Bacillota; Clostridia; Christensenellales; Christensenellaceae; Christensenella,Catabacter hongkongensis
Catenibacterium,135858.0,Catenibacterium,genus,cellular organisms; Bacteria; Bacillati; Bacillota; Erysipelotrichia; Erysipelotrichales; Coprobacillaceae,
Catenibacterium mitsuokai,100886.0,Catenibacterium mitsuokai,species,cellular organisms; Bacteria; Bacillati; Bacillota; Erysipelotrichia; Erysipelotrichales; Coprobacillaceae; Catenibacterium,
Catonella,43996.0,Catonella,genus,cellular organisms; Bacteria; Bacillati; Bacillota; Clostridia; Lachnospirales; Lachnospiraceae,
Catonella morbi,43997.0,Catonella morbi,species,cellular organisms; Bacteria; Bacillati; Bacillota; Clostridia; Lachnospirales; Lachnospiraceae; Catonella,
Caulobacter,75.0,Caulobacter,genus,cellular organisms; Bacteria; Pseudomonadati; Pseudomonadota; Alphaproteobacteria; Caulobacterales; Caulobacteraceae,
Caulobacteriaceae,,Caulobacteriaceae,Unknown,Unknown,
Cellulosilyticum,698776.0,Cellulosilyticum,genus,cellular organisms; Bacteria; Bacillati; Bacillota; Clostridia; Lachnospirales; Cellulosilyticaceae,
Cellvibrio,10.0,Cellvibrio,genus,cellular organisms; Bacteria; Pseudomonadati; Pseudomonadota; Gammaproteobacteria; Cellvibrionales; Cellvibrionaceae,
Centipeda,82283.0,Centipeda,genus,cellular organisms; Eukaryota; Viridiplantae; Streptophyta; Streptophytina; Embryophyta; Tracheophyta; Euphyllophyta; Spermatophyta; Magnoliopsida; Mesangiospermae; eudicotyledons; Gunneridae; Pentapetalae; asterids; campanulids; Asterales; Asteraceae; Asteroideae; Athroismeae; Centipedinae,
